corpusid,externalids,url,title,authors,venue,publicationvenueid,year,referencecount,citationcount,influentialcitationcount,isopenaccess,s2fieldsofstudy,publicationtypes,publicationdate,journal,PubMed,PubMedCentral,MAG,ACL,ArXiv,DBLP,DOI
133758434,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '89109110', 'CorpusId': '133758434', 'PubMed': None, 'DOI': '10.1016/B978-0-444-89959-0.50064-5', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/64d08f11fbaebc15201f5192991c7d73b5a0e3cc,Self-contracting HIP chamber unit for diamond synthesis,"[{'authorId': '98059625', 'name': 'A. Szymański'}]",,,1994,3,0,0,False,"[{'category': 'Materials Science', 'source': 's2-fos-model'}, {'category': 'Engineering', 'source': 's2-fos-model'}, {'category': 'Chemistry', 'source': 's2-fos-model'}, {'category': 'Materials Science', 'source': 'external'}]",,,"{'name': '', 'pages': '537-544', 'volume': ''}",,,89109110,,,,10.1016/B978-0-444-89959-0.50064-5
191662050,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2546857347', 'CorpusId': '191662050', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/9bf4b60d035a44dc68aa7ae03855c1a1e0fed6d1,Marketing e identidade corporativa: análise das estratégias da Apple,"[{'authorId': '138715202', 'name': 'Rafael Gomes Matos'}]",,,2016,0,0,0,False,,,2016-02-24,"{'name': '', 'pages': None, 'volume': ''}",,,2546857347,,,,
249370499,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': None, 'CorpusId': '249370499', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/03a660947daf3f17299713195a11d57a099804f4,Przegląd metod obliczania parametrów fal podmuchowych,"[{'authorId': '2097197230', 'name': 'S. Kaliskiego'}]",,,2016,14,0,0,False,,,,,,,,,,,
15395218,"{'ACL': None, 'DBLP': 'conf/mipro/KoneckiIK16', 'ArXiv': None, 'MAG': '2483479435', 'CorpusId': '15395218', 'PubMed': None, 'DOI': '10.1109/MIPRO.2016.7522265', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/4e1af03d4b00fc5ffcc6d5b6764e7d9db247c847,Making programming education more accessible for visually impaired,"[{'authorId': '2260089310', 'name': 'Mario Konecki'}, {'authorId': '17742052', 'name': 'Nikola Ivković'}, {'authorId': '3446151', 'name': 'Matija Kaniski'}]","International Convention on Information and Communication Technology, Electronics and Microelectronics",25710d4b-a2d9-4b6c-9f28-154866d9fbbe,2016,27,6,0,False,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 'external'}]",['JournalArticle'],2016-05-01,"{'name': '2016 39th International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)', 'pages': '887-890', 'volume': None}",,,2483479435,,,conf/mipro/KoneckiIK16,10.1109/MIPRO.2016.7522265
258205738,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': None, 'CorpusId': '258205738', 'PubMed': None, 'DOI': '10.1109/REEPE57272.2023.10086707', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/965ebc8fe8924872708fe9724f025b918d3c9076,The Robot-Guide for Indoor Navigation,"[{'authorId': '2214700575', 'name': 'Volgina A. D.'}, {'authorId': '2214681444', 'name': 'Kirillov D. S.'}, {'authorId': '2214688792', 'name': 'Kravtsov A. N.'}, {'authorId': '2214692911', 'name': 'Dyakonova S. S.'}, {'authorId': '2214689929', 'name': 'Kanev A. I.'}]","2023 5th International Youth Conference on Radio Electronics, Electrical and Power Engineering (REEPE)",,2023,12,7,0,False,,['Conference'],2023-03-16,"{'name': '2023 5th International Youth Conference on Radio Electronics, Electrical and Power Engineering (REEPE)', 'pages': '1-6', 'volume': '5'}",,,,,,,10.1109/REEPE57272.2023.10086707
257891264,"{'ACL': None, 'DBLP': 'journals/displays/LinZLL23', 'ArXiv': None, 'MAG': None, 'CorpusId': '257891264', 'PubMed': None, 'DOI': '10.1016/j.displa.2023.102435', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/b5e8947a8bdb1ddfadb1cc4a81a68f5fb1911493,Evaluating the impact of the center control touch screen of new energy vehicles on user visual imagery and preferences,"[{'authorId': '2587962', 'name': 'Zhongzheng Lin'}, {'authorId': '2168167777', 'name': 'Weimin Zhai'}, {'authorId': '2109025286', 'name': 'Shasha Li'}, {'authorId': '2213698666', 'name': 'Xiao Li'}]",Displays (Guildford),09439d99-578a-4161-86ee-e22a190b0d4d,2023,32,6,0,False,"[{'category': 'Engineering', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 'external'}]",['JournalArticle'],2023-03-01,"{'name': 'Displays', 'pages': '102435', 'volume': '78'}",,,,,,journals/displays/LinZLL23,10.1016/j.displa.2023.102435
224986272,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '3088971689', 'CorpusId': '224986272', 'PubMed': None, 'DOI': '10.1021/ACS.CGD.0C00623', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/09f7ecabc7b06199fa39f0a2968c1861ae8a4f74,Trace Quantity Detection of H2PO4– by Fluorescent Metal–Organic Framework (F-MOF) and Bioimaging Study,"[{'authorId': '40477172', 'name': 'Kaushik Naskar'}, {'authorId': '5534144', 'name': 'Anup Kumar Bhanja'}, {'authorId': '120496309', 'name': 'Sukanya Paul'}, {'authorId': '47473161', 'name': 'K. Pal'}, {'authorId': '34686197', 'name': 'C. Sinha'}]",,,2020,34,34,0,False,"[{'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Chemistry', 'source': 's2-fos-model'}, {'category': 'Chemistry', 'source': 'external'}]",,2020-09-17,"{'name': 'Crystal Growth & Design', 'pages': '6453-6460', 'volume': '20'}",,,3088971689,,,,10.1021/ACS.CGD.0C00623
46830937,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2634191104', 'CorpusId': '46830937', 'PubMed': '28641916', 'DOI': '10.1016/j.burns.2016.08.033', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/8c8b92da2c59b986e8e59a074ff95e70d957e3b0,Methylated spirit burns following traditional hair dressing practice.,"[{'authorId': '31634721', 'name': 'A. Michael'}, {'authorId': '5595289', 'name': 'A. Iyun'}]",Burns,cb3ce567-4f5f-4e15-9a93-425274beafd8,2017,4,1,0,False,"[{'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 'external'}]","['JournalArticle', 'CaseReport']",2017-06-19,"{'name': 'Burns : journal of the International Society for Burn Injuries', 'pages': '\n          e17-e18\n        ', 'volume': '44 1'}",28641916,,2634191104,,,,10.1016/j.burns.2016.08.033
193494242,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2515952474', 'CorpusId': '193494242', 'PubMed': None, 'DOI': '10.1057/978-1-137-60364-7_11', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/6ad72408db23dc81871a27498dcd4d871f8e8a70,"The Art of Walking and the Mindscapes of Trauma in Thomas De Quincey’s Autobiographical Works: The Pains of Wandering, the Pains of Remembering","[{'authorId': '2074512583', 'name': 'Françoise Dupeyron-Lafay'}]",,,2016,0,0,0,False,"[{'category': 'Art', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Art', 'source': 'external'}]",,,"{'name': '', 'pages': '157-171', 'volume': ''}",,,2515952474,,,,10.1057/978-1-137-60364-7_11
83037164,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '931679186', 'CorpusId': '83037164', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/58658c6bf8c89492d6dafbb2357d00f73d0af08e,Achievements and prospects in the control of helminthiases in Bulgaria.,"[{'authorId': '47347968', 'name': 'G. Genov'}, {'authorId': '144773672', 'name': 'V. Boeva'}]",,,1990,0,0,0,False,"[{'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 'external'}]",,,"{'name': '', 'pages': '23-26', 'volume': ''}",,,931679186,,,,
100436279,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2462841766', 'CorpusId': '100436279', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/e3e0fe5f8963140c858a5b76325ea32c69d06ad1,Decontamination procedure for graphite furnace and AS-40 autosampler after use of nickel nitrate matrix modifier,"[{'authorId': '2068888905', 'name': 'B. Manning'}]",,,1983,0,2,0,False,"[{'category': 'Chemistry', 'source': 's2-fos-model'}, {'category': 'Engineering', 'source': 's2-fos-model'}, {'category': 'Materials Science', 'source': 's2-fos-model'}, {'category': 'Chemistry', 'source': 'external'}]",,,"{'name': 'Atomic Spectroscopy', 'pages': '159-160', 'volume': '4'}",,,2462841766,,,,
87417287,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2332538919', 'CorpusId': '87417287', 'PubMed': None, 'DOI': '10.1590/1981-81222015000300007', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/08f3e4eab768d99a608d24d23d2af241fd4410ee,Arte rupestre na província de Misiones/Argentina: o sítio Campo Yabebirí,"[{'authorId': '2082008761', 'name': 'Daniel Loponte'}, {'authorId': '71792906', 'name': 'Mirian Carbonera'}]",,,2015,8,2,0,True,,,2015-12-01,"{'name': 'Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas', 'pages': '629-639', 'volume': '10'}",,,2332538919,,,,10.1590/1981-81222015000300007
268173266,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': None, 'CorpusId': '268173266', 'PubMed': '38473382', 'DOI': '10.3390/cancers16051024', 'PubMedCentral': '10930875'}",https://www.semanticscholar.org/paper/23697ddc9eed80879ec1b3dc1d7ac490a6984304,"Ixazomib, Lenalidomide, and Dexamethasone (IRD) Treatment with Cytogenetic Risk-Based Maintenance in Transplant-Eligible Myeloma: A Phase 2 Multicenter Study by the Nordic Myeloma Study Group","[{'authorId': '46747274', 'name': 'A. Partanen'}, {'authorId': '2242945888', 'name': 'Anders Waage'}, {'authorId': '9859927', 'name': 'V. Pečeliūnas'}, {'authorId': '2142608054', 'name': 'Fredrik H Schjesvold'}, {'authorId': '81695452', 'name': 'P. Anttila'}, {'authorId': '3097493', 'name': 'Marjaana Säily'}, {'authorId': '7185397', 'name': 'Katarina Uttervall'}, {'authorId': '38446132', 'name': 'M. Putkonen'}, {'authorId': '2243724488', 'name': 'K. Carlson'}, {'authorId': '10073065', 'name': 'E. Haukås'}, {'authorId': '6713769', 'name': 'M. Sankelo'}, {'authorId': '14993681', 'name': 'D. Szatkowski'}, {'authorId': '2243278617', 'name': 'Markus Hansson'}, {'authorId': '1435851920', 'name': 'Anu Marttila'}, {'authorId': '30214384', 'name': 'Ronald Svensson'}, {'authorId': '1492100798', 'name': 'P. Axelsson'}, {'authorId': '3659363', 'name': 'B. Lauri'}, {'authorId': '2765771', 'name': 'M. Mikkola'}, {'authorId': '2070511988', 'name': 'Conny Karlsson'}, {'authorId': '14334756', 'name': 'Johanna Abelsson'}, {'authorId': '4014512', 'name': 'Erik Ahlstrand'}, {'authorId': '5584474', 'name': 'Anu Sikiö'}, {'authorId': '6763519', 'name': 'Monika Klimkowska'}, {'authorId': '9846467', 'name': 'R. Matuzevičienė'}, {'authorId': '6109681', 'name': 'M. Fenstad'}, {'authorId': '7308748', 'name': 'S. Ilveskero'}, {'authorId': '144347229', 'name': 'T. Pelliniemi'}, {'authorId': '5274439', 'name': 'H. Nahi'}, {'authorId': '3685521', 'name': 'R. Silvennoinen'}]",Cancers,d30776c0-e524-4f14-a524-871d0586862c,2024,47,0,0,False,"[{'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2024-02-29,"{'name': 'Cancers', 'pages': None, 'volume': '16'}",38473382,10930875,,,,,10.3390/cancers16051024
19773478,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2044136163', 'CorpusId': '19773478', 'PubMed': '15031298', 'DOI': '10.1074/jbc.M312267200', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/635fbfce6b67c7cf011441f7092bffb6d2657883,Protein Disulfide Bond Formation in the Cytoplasm during Oxidative Stress*,"[{'authorId': '145229762', 'name': 'R. Cumming'}, {'authorId': '9926893', 'name': 'N. Andon'}, {'authorId': '2357730', 'name': 'P. Haynes'}, {'authorId': '46338314', 'name': 'Minkyu Park'}, {'authorId': '46470929', 'name': 'W. Fischer'}, {'authorId': '145636530', 'name': 'D. Schubert'}]",Journal of Biological Chemistry,099a2ecc-54f9-42d3-9ea0-0189027aa04f,2004,58,462,27,True,"[{'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Chemistry', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Chemistry', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2004-05-21,"{'name': 'Journal of Biological Chemistry', 'pages': '21749 - 21758', 'volume': '279'}",15031298,,2044136163,,,,10.1074/jbc.M312267200
9169568,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': None, 'CorpusId': '9169568', 'PubMed': '6335012', 'DOI': '10.1016/s0769-2625(84)80092-6', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/6b84b3ad6785744e5b0a34803a33dbba91acb95b,The two waves of B-lymphocyte differentiation.,"[{'authorId': '4973245', 'name': 'G. Nossal'}]",Annales d'immunologie,4e2ab288-dc66-4a08-a429-647465a87083,1984,0,1,0,False,"[{'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],,"{'name': ""Annales d'immunologie"", 'pages': '\n          195-9\n        ', 'volume': '135D 2'}",6335012,,,,,,10.1016/s0769-2625(84)80092-6
224305705,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '1527174596', 'CorpusId': '224305705', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/7d5f8820bb656c350bd32f58f100b704355656e3,弗罗姆“人性异化论”探析,"[{'authorId': '66208463', 'name': '王元'}]",,,1996,0,0,0,False,,,,"{'name': '', 'pages': '63-66', 'volume': ''}",,,1527174596,,,,
111343877,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2181913731', 'CorpusId': '111343877', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/c28fd26ffd2e3b5030daf4dca01706b97ce585f6,Laser-Power Stabilization Using a,"[{'authorId': '2375859', 'name': 'B. Shoop'}, {'authorId': '50126851', 'name': 'J. Goodman'}, {'authorId': '96896220', 'name': 'J. Harris'}]",,,1992,6,0,0,False,"[{'category': 'Engineering', 'source': 's2-fos-model'}, {'category': 'Physics', 'source': 's2-fos-model'}, {'category': 'Materials Science', 'source': 'external'}]",,,"{'name': '', 'pages': None, 'volume': ''}",,,2181913731,,,,
225798605,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '3039084661', 'CorpusId': '225798605', 'PubMed': None, 'DOI': '10.35445/alishlah.v12i1.174', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/5ec5903d7fdf8d00918700f69beacbc925e14533,BTS-BI APPLICATION (INDONESIAN STUDENT TEXT BOOK) BASED ON ANDROID,"[{'authorId': '2005844757', 'name': 'Endah Riski Kartini'}, {'authorId': '2150367735', 'name': 'Sri Budi Utami'}, {'authorId': '2150367752', 'name': 'Opie Octaviana Sari'}]",,,2020,26,3,1,True,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 'external'}]",,2020-06-30,"{'name': '', 'pages': '158-175', 'volume': '12'}",,,3039084661,,,,10.35445/alishlah.v12i1.174
213039282,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2992014539', 'CorpusId': '213039282', 'PubMed': None, 'DOI': '10.1177/0954406219893001', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/54618fea1d4d46059b289236d2f6ea0b0fe9dd5f,Study on ultrasonic-assisted drilling of Ti6Al4V using 3-flute drill in the finite element simulation,"[{'authorId': '2296405578', 'name': 'Peng Wang'}, {'authorId': '49370939', 'name': 'Dazhong Wang'}]",,,2020,46,18,0,True,"[{'category': 'Engineering', 'source': 's2-fos-model'}, {'category': 'Materials Science', 'source': 's2-fos-model'}, {'category': 'Geology', 'source': 'external'}]",['JournalArticle'],2020-04-01,"{'name': 'Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science', 'pages': '1298 - 1310', 'volume': '234'}",,,2992014539,,,,10.1177/0954406219893001
38839406,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2413884916', 'CorpusId': '38839406', 'PubMed': '3400353', 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/0711113ff98f2cfa95bb39d3de3f6c8440e60fb2,[Iron balance in hemodialysis in chronic uremia].,"[{'authorId': '5313003', 'name': 'F. Kokot'}, {'authorId': '14783357', 'name': 'A. Warmuz'}]",Zeitschrift fur Urologie und Nephrologie,215d444d-59ec-46e6-bcad-3213e277d709,1988,0,0,0,False,"[{'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],1988-04-01,"{'name': 'Zeitschrift fur Urologie und Nephrologie', 'pages': '\n          263-8\n        ', 'volume': '81 4'}",3400353,,2413884916,,,,
85764932,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2196104895', 'CorpusId': '85764932', 'PubMed': None, 'DOI': '10.1016/B978-0-7506-0421-5.50014-3', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/bc32490f90f293edd08499299ce64d575a75f82c,SURVIVAL OF B LYMPHOCYTES IS PROLONGED AFTER INFECTION WITH IMMORTALIZING VIRUSES,"[{'authorId': '48822163', 'name': 'W. Filsell'}, {'authorId': '40492103', 'name': 'S. A. Bayley'}]",,,1992,2,0,0,False,"[{'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 'external'}]",,,"{'name': 'Animal Cell TechnologyDevelopments, Processes and Products', 'pages': '23-25', 'volume': ''}",,,2196104895,,,,10.1016/B978-0-7506-0421-5.50014-3
176496998,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '1532374202', 'CorpusId': '176496998', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/f4b404281d273fdff316d47ec54e3c8eba67783c,System monitorowania węzłów cieplnych,"[{'authorId': '2086108796', 'name': 'J. Bobowski'}]",,,2002,0,0,0,False,,,,"{'name': '', 'pages': '50-51', 'volume': ''}",,,1532374202,,,,
245592349,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': None, 'CorpusId': '245592349', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/ca96a0dfbe1d706bedb0a5d2e6983bce53440ed2,The Tepary Connection : A Visit,"[{'authorId': '89517869', 'name': 'J. Waines'}]",,,2014,173,0,0,False,,,,,,,,,,,
243437010,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': None, 'CorpusId': '243437010', 'PubMed': None, 'DOI': '10.1093/ndt/gfaa108', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/725a0188c1b09772b0b7672c384e12c3d56098a6,OUP accepted manuscript,[],"Nephrology, Dialysis and Transplantation",c7326cb3-e6df-4764-8998-3bb03b31684a,2020,0,1,0,False,,,,"{'name': 'Nephrology Dialysis Transplantation', 'pages': None, 'volume': None}",,,,,,,10.1093/ndt/gfaa108
185068317,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2600847775', 'CorpusId': '185068317', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/3f2a86cb63fa15c089e46bc001a235a949f1e1e4,"再考 スポーツに必要な栄養の話 : 基本となること 聞いてみたいこと 実践したいこと(第3回)パフォーマンスを上げる食事,栄養の話","[{'authorId': '83565058', 'name': '杉浦 克己'}]",,,2017,0,0,0,False,,,2017-03-01,"{'name': '', 'pages': '294-300', 'volume': '34'}",,,2600847775,,,,
